Site,XS,Elev,Q
Hog Park Site 2,Hog Park Site 2_XS21,151.49,8.69
Hog Park Site 2,Hog Park Site 2_XS21,151.57,10.98
Hog Park Site 2,Hog Park Site 2_XS21,151.59,11.51
Hog Park Site 2,Hog Park Site 2_XS21,151.61,12.24
Hog Park Site 2,Hog Park Site 2_XS21,151.66,13.88
Hog Park Site 2,Hog Park Site 2_XS21,151.83,20
Hog Park Site 2,Hog Park Site 2_XS21,152.75,110
Hog Park Site 2,Hog Park Site 2_XS36.1,150.83,0.01
Hog Park Site 2,Hog Park Site 2_XS36.1,150.92,0.1
Hog Park Site 2,Hog Park Site 2_XS36.1,150.99,0.25
Hog Park Site 2,Hog Park Site 2_XS36.1,151.03,0.4
Hog Park Site 2,Hog Park Site 2_XS36.1,151.07,0.63
Hog Park Site 2,Hog Park Site 2_XS36.1,151.13,1
Hog Park Site 2,Hog Park Site 2_XS36.1,151.28,2.29
Hog Park Site 2,Hog Park Site 2_XS36.1,151.39,4.05
Hog Park Site 2,Hog Park Site 2_XS36.1,151.44,5.24
Hog Park Site 2,Hog Park Site 2_XS36.1,151.52,7.39
Hog Park Site 2,Hog Park Site 2_XS36.1,151.57,8.69
Hog Park Site 2,Hog Park Site 2_XS36.1,151.65,10.98
Hog Park Site 2,Hog Park Site 2_XS36.1,151.66,11.51
Hog Park Site 2,Hog Park Site 2_XS36.1,151.69,12.24
Hog Park Site 2,Hog Park Site 2_XS36.1,151.73,13.88
Hog Park Site 2,Hog Park Site 2_XS36.1,151.9,20
Hog Park Site 2,Hog Park Site 2_XS36.1,152.81,110
Hog Park Site 2,Hog Park Site 2_XS48.7,150.83,0.01
Hog Park Site 2,Hog Park Site 2_XS48.7,150.92,0.1
Hog Park Site 2,Hog Park Site 2_XS48.7,150.99,0.25
Hog Park Site 2,Hog Park Site 2_XS48.7,151.04,0.4
Hog Park Site 2,Hog Park Site 2_XS48.7,151.08,0.63
Hog Park Site 2,Hog Park Site 2_XS48.7,151.15,1
Hog Park Site 2,Hog Park Site 2_XS48.7,151.31,2.29
Hog Park Site 2,Hog Park Site 2_XS48.7,151.42,4.05
Hog Park Site 2,Hog Park Site 2_XS48.7,151.47,5.24
Hog Park Site 2,Hog Park Site 2_XS48.7,151.55,7.39
Hog Park Site 2,Hog Park Site 2_XS48.7,151.59,8.69
Hog Park Site 2,Hog Park Site 2_XS48.7,151.65,10.98
Hog Park Site 2,Hog Park Site 2_XS48.7,151.67,11.51
Hog Park Site 2,Hog Park Site 2_XS48.7,151.69,12.24
Hog Park Site 2,Hog Park Site 2_XS48.7,151.73,13.88
Hog Park Site 2,Hog Park Site 2_XS48.7,151.88,20
Hog Park Site 2,Hog Park Site 2_XS48.7,152.82,110
Hog Park Site 2,Hog Park Site 2_XS73.1,150.84,0.01
Hog Park Site 2,Hog Park Site 2_XS73.1,150.92,0.1
Hog Park Site 2,Hog Park Site 2_XS73.1,151,0.25
Hog Park Site 2,Hog Park Site 2_XS73.1,151.05,0.4
Hog Park Site 2,Hog Park Site 2_XS73.1,151.11,0.63
Hog Park Site 2,Hog Park Site 2_XS73.1,151.18,1
Hog Park Site 2,Hog Park Site 2_XS73.1,151.37,2.29
Hog Park Site 2,Hog Park Site 2_XS73.1,151.5,4.05
Hog Park Site 2,Hog Park Site 2_XS73.1,151.57,5.24
Hog Park Site 2,Hog Park Site 2_XS73.1,151.68,7.39
Hog Park Site 2,Hog Park Site 2_XS73.1,151.74,8.69
Hog Park Site 2,Hog Park Site 2_XS73.1,151.83,10.98
Hog Park Site 2,Hog Park Site 2_XS73.1,151.85,11.51
Hog Park Site 2,Hog Park Site 2_XS73.1,151.87,12.24
Hog Park Site 2,Hog Park Site 2_XS73.1,151.92,13.88
Hog Park Site 2,Hog Park Site 2_XS73.1,152.06,20
Hog Park Site 2,Hog Park Site 2_XS73.1,152.89,110
Hog Park Site 2,Hog Park Site 2_XS88.8,150.88,0.01
Hog Park Site 2,Hog Park Site 2_XS88.8,151,0.1
Hog Park Site 2,Hog Park Site 2_XS88.8,151.08,0.25
Hog Park Site 2,Hog Park Site 2_XS88.8,151.14,0.4
Hog Park Site 2,Hog Park Site 2_XS88.8,151.2,0.63
Hog Park Site 2,Hog Park Site 2_XS88.8,151.28,1
Hog Park Site 2,Hog Park Site 2_XS88.8,151.45,2.29
Hog Park Site 2,Hog Park Site 2_XS88.8,151.59,4.05
Hog Park Site 2,Hog Park Site 2_XS88.8,151.67,5.24
Hog Park Site 2,Hog Park Site 2_XS88.8,151.78,7.39
Hog Park Site 2,Hog Park Site 2_XS88.8,151.84,8.69
Hog Park Site 2,Hog Park Site 2_XS88.8,151.93,10.98
Hog Park Site 2,Hog Park Site 2_XS88.8,151.94,11.51
Hog Park Site 2,Hog Park Site 2_XS88.8,151.96,12.24
Hog Park Site 2,Hog Park Site 2_XS88.8,152,13.88
Hog Park Site 2,Hog Park Site 2_XS88.8,152.13,20
Hog Park Site 2,Hog Park Site 2_XS88.8,152.92,110
Lower North Brush,Lower North Brush_XS0,497.43,0.1
Lower North Brush,Lower North Brush_XS0,497.51,0.27
Lower North Brush,Lower North Brush_XS0,497.55,0.45
Lower North Brush,Lower North Brush_XS0,497.72,2.5
Lower North Brush,Lower North Brush_XS0,497.79,5
Lower North Brush,Lower North Brush_XS0,497.83,6.9
Lower North Brush,Lower North Brush_XS0,497.93,10.6
Lower North Brush,Lower North Brush_XS0,498.03,15
Lower North Brush,Lower North Brush_XS0,498.07,17.9
Lower North Brush,Lower North Brush_XS0,498.22,25.2
Lower North Brush,Lower North Brush_XS0,498.36,30.1
Lower North Brush,Lower North Brush_XS0,498.49,36.3
Lower North Brush,Lower North Brush_XS0,498.54,41
Lower North Brush,Lower North Brush_XS0,498.69,56.8
Lower North Brush,Lower North Brush_XS0,498.76,70
Lower North Brush,Lower North Brush_XS107.2,499.54,0.1
Lower North Brush,Lower North Brush_XS107.2,499.62,0.27
Lower North Brush,Lower North Brush_XS107.2,499.72,0.45
Lower North Brush,Lower North Brush_XS107.2,499.95,2.5
Lower North Brush,Lower North Brush_XS107.2,499.99,5
Lower North Brush,Lower North Brush_XS107.2,500.02,6.9
Lower North Brush,Lower North Brush_XS107.2,500.12,10.6
Lower North Brush,Lower North Brush_XS107.2,500.26,15
Lower North Brush,Lower North Brush_XS107.2,500.31,17.9
Lower North Brush,Lower North Brush_XS107.2,500.48,25.2
Lower North Brush,Lower North Brush_XS107.2,500.57,30.1
Lower North Brush,Lower North Brush_XS107.2,500.68,36.3
Lower North Brush,Lower North Brush_XS107.2,500.77,41
Lower North Brush,Lower North Brush_XS107.2,500.95,56.8
Lower North Brush,Lower North Brush_XS107.2,501.07,70
Lower North Brush,Lower North Brush_XS116.1,499.77,0.1
Lower North Brush,Lower North Brush_XS116.1,499.88,0.27
Lower North Brush,Lower North Brush_XS116.1,499.96,0.45
Lower North Brush,Lower North Brush_XS116.1,500.16,2.5
Lower North Brush,Lower North Brush_XS116.1,500.22,5
Lower North Brush,Lower North Brush_XS116.1,500.27,6.9
Lower North Brush,Lower North Brush_XS116.1,500.37,10.6
Lower North Brush,Lower North Brush_XS116.1,500.43,15
Lower North Brush,Lower North Brush_XS116.1,500.46,17.9
Lower North Brush,Lower North Brush_XS116.1,500.54,25.2
Lower North Brush,Lower North Brush_XS116.1,500.63,30.1
Lower North Brush,Lower North Brush_XS116.1,500.73,36.3
Lower North Brush,Lower North Brush_XS116.1,500.79,41
Lower North Brush,Lower North Brush_XS116.1,501.01,56.8
Lower North Brush,Lower North Brush_XS116.1,501.13,70
Lower North Brush,Lower North Brush_XS12.6,497.85,0.1
Lower North Brush,Lower North Brush_XS12.6,497.91,0.27
Lower North Brush,Lower North Brush_XS12.6,497.94,0.45
Lower North Brush,Lower North Brush_XS12.6,498.07,2.5
Lower North Brush,Lower North Brush_XS12.6,498.1,5
Lower North Brush,Lower North Brush_XS12.6,498.14,6.9
Lower North Brush,Lower North Brush_XS12.6,498.22,10.6
Lower North Brush,Lower North Brush_XS12.6,498.31,15
Lower North Brush,Lower North Brush_XS12.6,498.36,17.9
Lower North Brush,Lower North Brush_XS12.6,498.48,25.2
Lower North Brush,Lower North Brush_XS12.6,498.57,30.1
Lower North Brush,Lower North Brush_XS12.6,498.68,36.3
Lower North Brush,Lower North Brush_XS12.6,498.75,41
Lower North Brush,Lower North Brush_XS12.6,498.92,56.8
Lower North Brush,Lower North Brush_XS12.6,499.02,70
Lower North Brush,Lower North Brush_XS20.8,497.95,0.1
Lower North Brush,Lower North Brush_XS20.8,498.04,0.27
Lower North Brush,Lower North Brush_XS20.8,498.1,0.45
Lower North Brush,Lower North Brush_XS20.8,498.3,2.5
Lower North Brush,Lower North Brush_XS20.8,498.36,5
Lower North Brush,Lower North Brush_XS20.8,498.39,6.9
Lower North Brush,Lower North Brush_XS20.8,498.45,10.6
Lower North Brush,Lower North Brush_XS20.8,498.52,15
Lower North Brush,Lower North Brush_XS20.8,498.55,17.9
Lower North Brush,Lower North Brush_XS20.8,498.65,25.2
Lower North Brush,Lower North Brush_XS20.8,498.7,30.1
Lower North Brush,Lower North Brush_XS20.8,498.81,36.3
Lower North Brush,Lower North Brush_XS20.8,498.86,41
Lower North Brush,Lower North Brush_XS20.8,499.01,56.8
Lower North Brush,Lower North Brush_XS20.8,499.16,70
Lower North Brush,Lower North Brush_XS30.6,498.07,0.1
Lower North Brush,Lower North Brush_XS30.6,498.19,0.27
Lower North Brush,Lower North Brush_XS30.6,498.27,0.45
Lower North Brush,Lower North Brush_XS30.6,498.54,2.5
Lower North Brush,Lower North Brush_XS30.6,498.61,5
Lower North Brush,Lower North Brush_XS30.6,498.64,6.9
Lower North Brush,Lower North Brush_XS30.6,498.69,10.6
Lower North Brush,Lower North Brush_XS30.6,498.76,15
Lower North Brush,Lower North Brush_XS30.6,498.79,17.9
Lower North Brush,Lower North Brush_XS30.6,498.87,25.2
Lower North Brush,Lower North Brush_XS30.6,498.94,30.1
Lower North Brush,Lower North Brush_XS30.6,499.04,36.3
Lower North Brush,Lower North Brush_XS30.6,499.09,41
Lower North Brush,Lower North Brush_XS30.6,499.32,56.8
Lower North Brush,Lower North Brush_XS30.6,499.46,70
Lower North Brush,Lower North Brush_XS51.9,498.8,0.1
Lower North Brush,Lower North Brush_XS51.9,498.87,0.27
Lower North Brush,Lower North Brush_XS51.9,498.92,0.45
Lower North Brush,Lower North Brush_XS51.9,499.09,2.5
Lower North Brush,Lower North Brush_XS51.9,499.2,5
Lower North Brush,Lower North Brush_XS51.9,499.26,6.9
Lower North Brush,Lower North Brush_XS51.9,499.38,10.6
Lower North Brush,Lower North Brush_XS51.9,499.48,15
Lower North Brush,Lower North Brush_XS51.9,499.54,17.9
Lower North Brush,Lower North Brush_XS51.9,499.67,25.2
Lower North Brush,Lower North Brush_XS51.9,499.74,30.1
Lower North Brush,Lower North Brush_XS51.9,499.83,36.3
Lower North Brush,Lower North Brush_XS51.9,499.9,41
Lower North Brush,Lower North Brush_XS51.9,500.05,56.8
Lower North Brush,Lower North Brush_XS51.9,500.16,70
Lower North Brush,Lower North Brush_XS75.8,498.88,0.1
Lower North Brush,Lower North Brush_XS75.8,499.01,0.27
Lower North Brush,Lower North Brush_XS75.8,499.07,0.45
Lower North Brush,Lower North Brush_XS75.8,499.27,2.5
Lower North Brush,Lower North Brush_XS75.8,499.42,5
Lower North Brush,Lower North Brush_XS75.8,499.48,6.9
Lower North Brush,Lower North Brush_XS75.8,499.55,10.6
Lower North Brush,Lower North Brush_XS75.8,499.62,15
Lower North Brush,Lower North Brush_XS75.8,499.65,17.9
Lower North Brush,Lower North Brush_XS75.8,499.83,25.2
Lower North Brush,Lower North Brush_XS75.8,499.89,30.1
Lower North Brush,Lower North Brush_XS75.8,499.95,36.3
Lower North Brush,Lower North Brush_XS75.8,499.99,41
Lower North Brush,Lower North Brush_XS75.8,500.12,56.8
Lower North Brush,Lower North Brush_XS75.8,500.2,70
Lower North Brush,Lower North Brush_XS84.6,499.21,0.1
Lower North Brush,Lower North Brush_XS84.6,499.32,0.27
Lower North Brush,Lower North Brush_XS84.6,499.38,0.45
Lower North Brush,Lower North Brush_XS84.6,499.58,2.5
Lower North Brush,Lower North Brush_XS84.6,499.65,5
Lower North Brush,Lower North Brush_XS84.6,499.68,6.9
Lower North Brush,Lower North Brush_XS84.6,499.74,10.6
Lower North Brush,Lower North Brush_XS84.6,499.85,15
Lower North Brush,Lower North Brush_XS84.6,499.91,17.9
Lower North Brush,Lower North Brush_XS84.6,500.06,25.2
Lower North Brush,Lower North Brush_XS84.6,500.13,30.1
Lower North Brush,Lower North Brush_XS84.6,500.2,36.3
Lower North Brush,Lower North Brush_XS84.6,500.24,41
Lower North Brush,Lower North Brush_XS84.6,500.38,56.8
Lower North Brush,Lower North Brush_XS84.6,500.48,70
Lower North Brush,Lower North Brush_XS99.1,499.32,0.1
Lower North Brush,Lower North Brush_XS99.1,499.47,0.27
Lower North Brush,Lower North Brush_XS99.1,499.56,0.45
Lower North Brush,Lower North Brush_XS99.1,499.8,2.5
Lower North Brush,Lower North Brush_XS99.1,499.88,5
